SEX,SEXDesc,AGE,AGEDesc,freq,period,sv,svDesc,figure,sd_value
,Total,30-34,30 - 34,H,196706,POP,% of total population,6.4,
,Total,35-39,35 - 39,H,196706,POP,% of total population,6.9,
,Total,40-44,40 - 44,H,196706,POP,% of total population,6.2,
,Total,45-49,45 - 49,H,196706,POP,% of total population,5.5,
,Total,5-9,5 - 9,H,196706,POP,% of total population,14.5,
,Total,50-54,50 - 54,H,196706,POP,% of total population,4.5,
,Total,55-59,55 - 59,H,196706,POP,% of total population,3.6,
,Total,60-64,60 - 64,H,196706,POP,% of total population,2.4,
,Total,65-69,65 - 69,H,196706,POP,% of total population,1.8,
,Total,70-74,70 - 74,H,196706,POP,% of total population,1.1,
,Total,75-79,75 - 79,H,196706,POP,% of total population,0.6,
,Total,80-84,80 - 84,H,196706,POP,% of total population,0.3,
,Total,85+,≥85,H,196706,POP,% of total population,0.2,
F,Female,,Total,H,196706,POP,% of total population,49.7,
F,Female,0-4,0 - 4,H,196706,POP,% of total population,6.5,
F,Female,10-14,10 - 14,H,196706,POP,% of total population,6,
F,Female,15-19,15 - 19,H,196706,POP,% of total population,4.7,
F,Female,20-24,20 - 24,H,196706,POP,% of total population,2.7,
F,Female,25-29,25 - 29,H,196706,POP,% of total population,2.4,
F,Female,30-34,30 - 34,H,196706,POP,% of total population,3.1,
F,Female,35-39,35 - 39,H,196706,POP,% of total population,3.4,
F,Female,40-44,40 - 44,H,196706,POP,% of total population,3,
F,Female,45-49,45 - 49,H,196706,POP,% of total population,2.6,
F,Female,5-9,5 - 9,H,196706,POP,% of total population,7.1,
F,Female,50-54,50 - 54,H,196706,POP,% of total population,2.2,
F,Female,55-59,55 - 59,H,196706,POP,% of total population,1.9,
F,Female,60-64,60 - 64,H,196706,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196706,POP,% of total population,1.1,
F,Female,70-74,70 - 74,H,196706,POP,% of total population,0.8,
F,Female,75-79,75 - 79,H,196706,POP,% of total population,0.5,
F,Female,80-84,80 - 84,H,196706,POP,% of total population,0.2,
F,Female,85+,≥85,H,196706,POP,% of total population,0.1,
M,Male,,Total,H,196706,POP,% of total population,50.3,
M,Male,0-4,0 - 4,H,196706,POP,% of total population,6.8,
M,Male,10-14,10 - 14,H,196706,POP,% of total population,6.3,
M,Male,15-19,15 - 19,H,196706,POP,% of total population,4.8,
M,Male,20-24,20 - 24,H,196706,POP,% of total population,3,
M,Male,25-29,25 - 29,H,196706,POP,% of total population,2.9,
M,Male,30-34,30 - 34,H,196706,POP,% of total population,3.4,
M,Male,35-39,35 - 39,H,196706,POP,% of total population,3.6,
M,Male,40-44,40 - 44,H,196706,POP,% of total population,3.2,
M,Male,45-49,45 - 49,H,196706,POP,% of total population,2.8,
M,Male,5-9,5 - 9,H,196706,POP,% of total population,7.4,
M,Male,50-54,50 - 54,H,196706,POP,% of total population,2.2,
M,Male,55-59,55 - 59,H,196706,POP,% of total population,1.7,
M,Male,60-64,60 - 64,H,196706,POP,% of total population,1,
M,Male,65-69,65 - 69,H,196706,POP,% of total population,0.7,
M,Male,70-74,70 - 74,H,196706,POP,% of total population,0.3,
M,Male,75-79,75 - 79,H,196706,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,196706,POP,% of total population,0.1,
M,Male,85+,≥85,H,196706,POP,% of total population,0,[-φ32]
,Total,,Total,H,196712,POP,% of total population,100,
F,Female,,Total,H,196712,POP,% of total population,,N.A.
M,Male,,Total,H,196712,POP,% of total population,,N.A.
,Total,,Total,H,196806,POP,% of total population,100,
,Total,0-4,0 - 4,H,196806,POP,% of total population,12.3,
,Total,10-14,10 - 14,H,196806,POP,% of total population,12.6,
,Total,15-19,15 - 19,H,196806,POP,% of total population,10,
,Total,20-24,20 - 24,H,196806,POP,% of total population,6.3,
,Total,25-29,25 - 29,H,196806,POP,% of total population,5.1,
,Total,30-34,30 - 34,H,196806,POP,% of total population,6.1,
,Total,35-39,35 - 39,H,196806,POP,% of total population,6.8,
,Total,40-44,40 - 44,H,196806,POP,% of total population,6.2,
,Total,45-49,45 - 49,H,196806,POP,% of total population,5.5,
,Total,5-9,5 - 9,H,196806,POP,% of total population,14.3,
,Total,50-54,50 - 54,H,196806,POP,% of total population,4.6,
,Total,55-59,55 - 59,H,196806,POP,% of total population,3.7,
,Total,60-64,60 - 64,H,196806,POP,% of total population,2.5,
,Total,65-69,65 - 69,H,196806,POP,% of total population,1.8,
,Total,70-74,70 - 74,H,196806,POP,% of total population,1.1,
,Total,75-79,75 - 79,H,196806,POP,% of total population,0.7,
,Total,80-84,80 - 84,H,196806,POP,% of total population,0.3,
,Total,85+,≥85,H,196806,POP,% of total population,0.2,
F,Female,,Total,H,196806,POP,% of total population,49.6,
F,Female,0-4,0 - 4,H,196806,POP,% of total population,6,
F,Female,10-14,10 - 14,H,196806,POP,% of total population,6.1,
F,Female,15-19,15 - 19,H,196806,POP,% of total population,4.9,
F,Female,20-24,20 - 24,H,196806,POP,% of total population,3,
F,Female,25-29,25 - 29,H,196806,POP,% of total population,2.3,
F,Female,30-34,30 - 34,H,196806,POP,% of total population,2.9,
F,Female,35-39,35 - 39,H,196806,POP,% of total population,3.3,
F,Female,40-44,40 - 44,H,196806,POP,% of total population,3,
F,Female,45-49,45 - 49,H,196806,POP,% of total population,2.7,
F,Female,5-9,5 - 9,H,196806,POP,% of total population,7,
F,Female,50-54,50 - 54,H,196806,POP,% of total population,2.3,
F,Female,55-59,55 - 59,H,196806,POP,% of total population,1.9,
F,Female,60-64,60 - 64,H,196806,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196806,POP,% of total population,1.1,
F,Female,70-74,70 - 74,H,196806,POP,% of total population,0.8,
F,Female,75-79,75 - 79,H,196806,POP,% of total population,0.5,
F,Female,80-84,80 - 84,H,196806,POP,% of total population,0.2,
F,Female,85+,≥85,H,196806,POP,% of total population,0.1,
M,Male,,Total,H,196806,POP,% of total population,50.4,
M,Male,0-4,0 - 4,H,196806,POP,% of total population,6.3,
M,Male,10-14,10 - 14,H,196806,POP,% of total population,6.5,
M,Male,15-19,15 - 19,H,196806,POP,% of total population,5.1,
M,Male,20-24,20 - 24,H,196806,POP,% of total population,3.3,
M,Male,25-29,25 - 29,H,196806,POP,% of total population,2.8,
M,Male,30-34,30 - 34,H,196806,POP,% of total population,3.2,
M,Male,35-39,35 - 39,H,196806,POP,% of total population,3.5,
M,Male,40-44,40 - 44,H,196806,POP,% of total population,3.2,
M,Male,45-49,45 - 49,H,196806,POP,% of total population,2.8,
M,Male,5-9,5 - 9,H,196806,POP,% of total population,7.3,
M,Male,50-54,50 - 54,H,196806,POP,% of total population,2.3,
M,Male,55-59,55 - 59,H,196806,POP,% of total population,1.8,
M,Male,60-64,60 - 64,H,196806,POP,% of total population,1,
M,Male,65-69,65 - 69,H,196806,POP,% of total population,0.7,
M,Male,70-74,70 - 74,H,196806,POP,% of total population,0.4,
M,Male,75-79,75 - 79,H,196806,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,196806,POP,% of total population,0.1,
M,Male,85+,≥85,H,196806,POP,% of total population,0,[-φ32]
,Total,,Total,H,196812,POP,% of total population,100,
F,Female,,Total,H,196812,POP,% of total population,,N.A.
M,Male,,Total,H,196812,POP,% of total population,,N.A.
,Total,,Total,H,196906,POP,% of total population,100,
,Total,0-4,0 - 4,H,196906,POP,% of total population,11.5,
,Total,10-14,10 - 14,H,196906,POP,% of total population,12.9,
,Total,15-19,15 - 19,H,196906,POP,% of total population,10.4,
,Total,20-24,20 - 24,H,196906,POP,% of total population,6.9,
,Total,25-29,25 - 29,H,196906,POP,% of total population,5,
,Total,30-34,30 - 34,H,196906,POP,% of total population,5.7,
,Total,35-39,35 - 39,H,196906,POP,% of total population,6.6,
,Total,40-44,40 - 44,H,196906,POP,% of total population,6.3,
,Total,45-49,45 - 49,H,196906,POP,% of total population,5.5,
,Total,5-9,5 - 9,H,196906,POP,% of total population,14,
,Total,50-54,50 - 54,H,196906,POP,% of total population,4.7,
,Total,55-59,55 - 59,H,196906,POP,% of total population,3.7,
,Total,60-64,60 - 64,H,196906,POP,% of total population,2.6,
,Total,65-69,65 - 69,H,196906,POP,% of total population,1.8,
,Total,70-74,70 - 74,H,196906,POP,% of total population,1.2,
,Total,75-79,75 - 79,H,196906,POP,% of total population,0.7,
,Total,80-84,80 - 84,H,196906,POP,% of total population,0.3,
,Total,85+,≥85,H,196906,POP,% of total population,0.2,
F,Female,,Total,H,196906,POP,% of total population,49.6,
F,Female,0-4,0 - 4,H,196906,POP,% of total population,5.6,
F,Female,10-14,10 - 14,H,196906,POP,% of total population,6.3,
F,Female,15-19,15 - 19,H,196906,POP,% of total population,5.1,
F,Female,20-24,20 - 24,H,196906,POP,% of total population,3.4,
F,Female,25-29,25 - 29,H,196906,POP,% of total population,2.3,
F,Female,30-34,30 - 34,H,196906,POP,% of total population,2.7,
F,Female,35-39,35 - 39,H,196906,POP,% of total population,3.2,
F,Female,40-44,40 - 44,H,196906,POP,% of total population,3.1,
F,Female,45-49,45 - 49,H,196906,POP,% of total population,2.7,
F,Female,5-9,5 - 9,H,196906,POP,% of total population,6.9,
F,Female,50-54,50 - 54,H,196906,POP,% of total population,2.3,
F,Female,55-59,55 - 59,H,196906,POP,% of total population,1.9,
F,Female,60-64,60 - 64,H,196906,POP,% of total population,1.5,
F,Female,65-69,65 - 69,H,196906,POP,% of total population,1.2,
F,Female,70-74,70 - 74,H,196906,POP,% of total population,0.8,
F,Female,75-79,75 - 79,H,196906,POP,% of total population,0.5,
F,Female,80-84,80 - 84,H,196906,POP,% of total population,0.2,
F,Female,85+,≥85,H,196906,POP,% of total population,0.1,
M,Male,,Total,H,196906,POP,% of total population,50.4,
M,Male,0-4,0 - 4,H,196906,POP,% of total population,5.9,
M,Male,10-14,10 - 14,H,196906,POP,% of total population,6.6,
M,Male,15-19,15 - 19,H,196906,POP,% of total population,5.3,
M,Male,20-24,20 - 24,H,196906,POP,% of total population,3.5,
M,Male,25-29,25 - 29,H,196906,POP,% of total population,2.7,
M,Male,30-34,30 - 34,H,196906,POP,% of total population,3,
M,Male,35-39,35 - 39,H,196906,POP,% of total population,3.4,
M,Male,40-44,40 - 44,H,196906,POP,% of total population,3.2,
M,Male,45-49,45 - 49,H,196906,POP,% of total population,2.8,
M,Male,5-9,5 - 9,H,196906,POP,% of total population,7.1,
M,Male,50-54,50 - 54,H,196906,POP,% of total population,2.4,
M,Male,55-59,55 - 59,H,196906,POP,% of total population,1.8,
M,Male,60-64,60 - 64,H,196906,POP,% of total population,1.1,
M,Male,65-69,65 - 69,H,196906,POP,% of total population,0.7,
M,Male,70-74,70 - 74,H,196906,POP,% of total population,0.4,
M,Male,75-79,75 - 79,H,196906,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,196906,POP,% of total population,0.1,
M,Male,85+,≥85,H,196906,POP,% of total population,0,[-φ32]
,Total,,Total,H,196912,POP,% of total population,100,
F,Female,,Total,H,196912,POP,% of total population,,N.A.
M,Male,,Total,H,196912,POP,% of total population,,N.A.
,Total,,Total,H,197006,POP,% of total population,100,
,Total,0-4,0 - 4,H,197006,POP,% of total population,10.6,
,Total,10-14,10 - 14,H,197006,POP,% of total population,13,
,Total,15-19,15 - 19,H,197006,POP,% of total population,10.6,
,Total,20-24,20 - 24,H,197006,POP,% of total population,7.7,
,Total,25-29,25 - 29,H,197006,POP,% of total population,5,
,Total,30-34,30 - 34,H,197006,POP,% of total population,5.4,
,Total,35-39,35 - 39,H,197006,POP,% of total population,6.4,
,Total,40-44,40 - 44,H,197006,POP,% of total population,6.4,
,Total,45-49,45 - 49,H,197006,POP,% of total population,5.5,
,Total,5-9,5 - 9,H,197006,POP,% of total population,13.4,
,Total,50-54,50 - 54,H,197006,POP,% of total population,4.8,
,Total,55-59,55 - 59,H,197006,POP,% of total population,3.8,
,Total,60-64,60 - 64,H,197006,POP,% of total population,2.8,
,Total,65-69,65 - 69,H,197006,POP,% of total population,1.8,
,Total,70-74,70 - 74,H,197006,POP,% of total population,1.3,
,Total,75-79,75 - 79,H,197006,POP,% of total population,0.7,
,Total,80-84,80 - 84,H,197006,POP,% of total population,0.4,
,Total,85+,≥85,H,197006,POP,% of total population,0.2,
F,Female,,Total,H,197006,POP,% of total population,49.3,
F,Female,0-4,0 - 4,H,197006,POP,% of total population,5.2,
F,Female,10-14,10 - 14,H,197006,POP,% of total population,6.4,
F,Female,15-19,15 - 19,H,197006,POP,% of total population,5.2,
F,Female,20-24,20 - 24,H,197006,POP,% of total population,3.7,
F,Female,25-29,25 - 29,H,197006,POP,% of total population,2.3,
F,Female,30-34,30 - 34,H,197006,POP,% of total population,2.5,
F,Female,35-39,35 - 39,H,197006,POP,% of total population,3.1,
F,Female,40-44,40 - 44,H,197006,POP,% of total population,3.1,
F,Female,45-49,45 - 49,H,197006,POP,% of total population,2.7,
F,Female,5-9,5 - 9,H,197006,POP,% of total population,6.6,
F,Female,50-54,50 - 54,H,197006,POP,% of total population,2.3,
F,Female,55-59,55 - 59,H,197006,POP,% of total population,1.9,
F,Female,60-64,60 - 64,H,197006,POP,% of total population,1.5,
F,Female,65-69,65 - 69,H,197006,POP,% of total population,1.2,
F,Female,70-74,70 - 74,H,197006,POP,% of total population,0.9,
F,Female,75-79,75 - 79,H,197006,POP,% of total population,0.5,
F,Female,80-84,80 - 84,H,197006,POP,% of total population,0.3,
F,Female,85+,≥85,H,197006,POP,% of total population,0.1,
M,Male,,Total,H,197006,POP,% of total population,50.7,
M,Male,0-4,0 - 4,H,197006,POP,% of total population,5.5,
M,Male,10-14,10 - 14,H,197006,POP,% of total population,6.7,
M,Male,15-19,15 - 19,H,197006,POP,% of total population,5.4,
M,Male,20-24,20 - 24,H,197006,POP,% of total population,4,
M,Male,25-29,25 - 29,H,197006,POP,% of total population,2.8,
M,Male,30-34,30 - 34,H,197006,POP,% of total population,3,
M,Male,35-39,35 - 39,H,197006,POP,% of total population,3.4,
M,Male,40-44,40 - 44,H,197006,POP,% of total population,3.3,
M,Male,45-49,45 - 49,H,197006,POP,% of total population,2.9,
M,Male,5-9,5 - 9,H,197006,POP,% of total population,6.8,
M,Male,50-54,50 - 54,H,197006,POP,% of total population,2.4,
M,Male,55-59,55 - 59,H,197006,POP,% of total population,1.9,
M,Male,60-64,60 - 64,H,197006,POP,% of total population,1.3,
M,Male,65-69,65 - 69,H,197006,POP,% of total population,0.7,
M,Male,70-74,70 - 74,H,197006,POP,% of total population,0.4,
M,Male,75-79,75 - 79,H,197006,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,197006,POP,% of total population,0.1,
M,Male,85+,≥85,H,197006,POP,% of total population,0,[-φ32]
,Total,,Total,H,197012,POP,% of total population,100,
F,Female,,Total,H,197012,POP,% of total population,,N.A.
M,Male,,Total,H,197012,POP,% of total population,,N.A.
,Total,,Total,H,197106,POP,% of total population,100,
,Total,0-4,0 - 4,H,197106,POP,% of total population,10,
,Total,10-14,10 - 14,H,197106,POP,% of total population,13.1,
,Total,15-19,15 - 19,H,197106,POP,% of total population,10.9,
,Total,20-24,20 - 24,H,197106,POP,% of total population,8.5,
,Total,25-29,25 - 29,H,197106,POP,% of total population,5.2,
,Total,30-34,30 - 34,H,197106,POP,% of total population,5.2,
,Total,35-39,35 - 39,H,197106,POP,% of total population,6.2,
,Total,40-44,40 - 44,H,197106,POP,% of total population,6.4,
,Total,45-49,45 - 49,H,197106,POP,% of total population,5.6,
,Total,5-9,5 - 9,H,197106,POP,% of total population,12.7,
,Total,50-54,50 - 54,H,197106,POP,% of total population,4.8,
,Total,55-59,55 - 59,H,197106,POP,% of total population,3.8,
,Total,60-64,60 - 64,H,197106,POP,% of total population,2.9,
,Total,65-69,65 - 69,H,197106,POP,% of total population,1.9,
,Total,70-74,70 - 74,H,197106,POP,% of total population,1.3,
,Total,75-79,75 - 79,H,197106,POP,% of total population,0.7,
,Total,80-84,80 - 84,H,197106,POP,% of total population,0.4,
,Total,85+,≥85,H,197106,POP,% of total population,0.2,
F,Female,,Total,H,197106,POP,% of total population,49.1,
F,Female,0-4,0 - 4,H,197106,POP,% of total population,4.9,
F,Female,10-14,10 - 14,H,197106,POP,% of total population,6.4,
F,Female,15-19,15 - 19,H,197106,POP,% of total population,5.3,
F,Female,20-24,20 - 24,H,197106,POP,% of total population,4.1,
F,Female,25-29,25 - 29,H,197106,POP,% of total population,2.4,
F,Female,30-34,30 - 34,H,197106,POP,% of total population,2.3,
F,Female,35-39,35 - 39,H,197106,POP,% of total population,2.9,
F,Female,40-44,40 - 44,H,197106,POP,% of total population,3.1,
F,Female,45-49,45 - 49,H,197106,POP,% of total population,2.7,
F,Female,5-9,5 - 9,H,197106,POP,% of total population,6.2,
F,Female,50-54,50 - 54,H,197106,POP,% of total population,2.3,
F,Female,55-59,55 - 59,H,197106,POP,% of total population,2,
F,Female,60-64,60 - 64,H,197106,POP,% of total population,1.6,
F,Female,65-69,65 - 69,H,197106,POP,% of total population,1.2,
F,Female,70-74,70 - 74,H,197106,POP,% of total population,0.9,
F,Female,75-79,75 - 79,H,197106,POP,% of total population,0.5,
F,Female,80-84,80 - 84,H,197106,POP,% of total population,0.3,
F,Female,85+,≥85,H,197106,POP,% of total population,0.1,
M,Male,,Total,H,197106,POP,% of total population,50.9,
M,Male,0-4,0 - 4,H,197106,POP,% of total population,5.2,
M,Male,10-14,10 - 14,H,197106,POP,% of total population,6.7,
M,Male,15-19,15 - 19,H,197106,POP,% of total population,5.6,
M,Male,20-24,20 - 24,H,197106,POP,% of total population,4.4,
M,Male,25-29,25 - 29,H,197106,POP,% of total population,2.9,
M,Male,30-34,30 - 34,H,197106,POP,% of total population,2.8,
M,Male,35-39,35 - 39,H,197106,POP,% of total population,3.3,
M,Male,40-44,40 - 44,H,197106,POP,% of total population,3.3,
M,Male,45-49,45 - 49,H,197106,POP,% of total population,2.9,
M,Male,5-9,5 - 9,H,197106,POP,% of total population,6.5,
M,Male,50-54,50 - 54,H,197106,POP,% of total population,2.5,
M,Male,55-59,55 - 59,H,197106,POP,% of total population,1.9,
M,Male,60-64,60 - 64,H,197106,POP,% of total population,1.4,
M,Male,65-69,65 - 69,H,197106,POP,% of total population,0.7,
M,Male,70-74,70 - 74,H,197106,POP,% of total population,0.5,
M,Male,75-79,75 - 79,H,197106,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,197106,POP,% of total population,0.1,
M,Male,85+,≥85,H,197106,POP,% of total population,0,[-φ32]
,Total,,Total,H,197112,POP,% of total population,100,
F,Female,,Total,H,197112,POP,% of total population,,N.A.
M,Male,,Total,H,197112,POP,% of total population,,N.A.
,Total,,Total,H,197206,POP,% of total population,100,
,Total,0-4,0 - 4,H,197206,POP,% of total population,9.6,
,Total,10-14,10 - 14,H,197206,POP,% of total population,13.2,
,Total,15-19,15 - 19,H,197206,POP,% of total population,11.2,
,Total,20-24,20 - 24,H,197206,POP,% of total population,8.9,
,Total,25-29,25 - 29,H,197206,POP,% of total population,5.6,
,Total,30-34,30 - 34,H,197206,POP,% of total population,5,
,Total,35-39,35 - 39,H,197206,POP,% of total population,5.9,
,Total,40-44,40 - 44,H,197206,POP,% of total population,6.3,
,Total,45-49,45 - 49,H,197206,POP,% of total population,5.6,
,Total,5-9,5 - 9,H,197206,POP,% of total population,12,
,Total,50-54,50 - 54,H,197206,POP,% of total population,4.9,
,Total,55-59,55 - 59,H,197206,POP,% of total population,3.9,
,Total,60-64,60 - 64,H,197206,POP,% of total population,3,
,Total,65-69,65 - 69,H,197206,POP,% of total population,1.9,
,Total,70-74,70 - 74,H,197206,POP,% of total population,1.4,
,Total,75-79,75 - 79,H,197206,POP,% of total population,0.8,
,Total,80-84,80 - 84,H,197206,POP,% of total population,0.4,
,Total,85+,≥85,H,197206,POP,% of total population,0.2,
F,Female,,Total,H,197206,POP,% of total population,49.1,
F,Female,0-4,0 - 4,H,197206,POP,% of total population,4.7,
F,Female,10-14,10 - 14,H,197206,POP,% of total population,6.4,
F,Female,15-19,15 - 19,H,197206,POP,% of total population,5.4,
