route,bound,service_type,orig_en,orig_tc,orig_sc,dest_en,dest_tc,dest_sc,data_timestamp
980X,I,1,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),WU KAI SHA STATION,烏溪沙站,乌溪沙站,
981P,O,1,YIU ON,耀安,耀安,WAN CHAI (FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
981P,I,1,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),YIU ON,耀安,耀安,
982X,O,1,YU CHUI COURT,愉翠苑,愉翠苑,WAN CHAI(FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
982X,O,2,SHUI CHUEN O,水泉澳,水泉澳,WAN CHAI(FLEMING ROAD),灣仔(菲林明道),湾仔(菲林明道),
982X,I,1,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),YU CHUI COURT,愉翠苑,愉翠苑,
985,O,1,MEI TIN (MEI CHI HOUSE),美田(美致樓),美田(美致楼),WAN CHAI,灣仔,湾仔,
985,I,1,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),MEI TIN,美田,美田,
985A,O,1,MEI TIN ESTATE (MEI CHI HOUSE),美田(美致樓),美田(美致楼),WAN CHAI,灣仔,湾仔,
985B,O,1,TIN SAM VILLAGE,田心村,田心村,WAN CHAI,灣仔,湾仔,
A30,O,1,LEI MUK SHUE,梨木樹,梨木树,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A30,O,2,LEI MUK SHUE,梨木樹,梨木树,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A30,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),LEI MUK SHUE,梨木樹,梨木树,
A30,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),LEI MUK SHUE,梨木樹,梨木树,
A31,O,1,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A31,O,3,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A31,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),
A31,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),
A32,O,1,KWAI CHUNG ESTATE,葵涌邨,葵涌邨,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A32,O,2,KWAI CHUNG ESTATE,葵涌邨,葵涌邨,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A32,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),KWAI CHUNG ESTATE,葵涌邨,葵涌邨,
A32,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),KWAI CHUNG ESTATE,葵涌邨,葵涌邨,
A33,O,1,TUEN MUN ROAD BBI,屯門公路轉車站,屯门公路转车站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A33,O,2,TUEN MUN ROAD BBI,屯門公路轉車站,屯门公路转车站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A33,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),Tuen Mun Road BBI,屯門公路轉車站,屯门公路转车站,
A33,I,3,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),Tuen Mun Road BBI,屯門公路轉車站,屯门公路转车站,
A33X,O,1,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A33X,O,2,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A33X,O,4,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A33X,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),
A33X,I,2,Cathay Pacific City,國泰城,国泰城,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),
A33X,I,4,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),
A34,O,1,HUNG SHUI KIU (HUNG YUEN ROAD),洪水橋(洪元路),洪水桥(洪元路),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A34,O,2,Siu Hong Road,兆康路,兆康路,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A34,O,3,HUNG SHUI KIU (HUNG YUEN ROAD),洪水橋(洪元路),洪水桥(洪元路),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A34,O,4,Siu Hong Road,兆康路,兆康路,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A34,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),HUNG SHUI KIU (HUNG YUEN ROAD),洪水橋(洪元路),洪水桥(洪元路),
A34,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),HUNG SHUI KIU (HUNG YUEN ROAD),洪水橋(洪元路),洪水桥(洪元路),
A36,O,1,KAM SHEUNG ROAD STATION,錦上路站,锦上路站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A36,O,2,KAM SHEUNG ROAD STATION,錦上路站,锦上路站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A36,O,3,KAM SHEUNG ROAD STATION,錦上路站,锦上路站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A36,O,5,KAM SHEUNG ROAD STATION,錦上路站,锦上路站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A36,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),KAM SHEUNG ROAD STATION,錦上路站,锦上路站,
A36,I,3,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),KAM SHEUNG ROAD STATION,錦上路站,锦上路站,
A36,I,5,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),KAM SHEUNG ROAD STATION,錦上路站,锦上路站,
A36,I,6,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),KAM SHEUNG ROAD STATION,錦上路站,锦上路站,
A37,O,1,LONG PING STATION,朗屏站,朗屏站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A37,O,2,LONG PING STATION,朗屏站,朗屏站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A37,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),LONG PING STATION,朗屏站,朗屏站,
A37,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),LONG PING STATION,朗屏站,朗屏站,
A38,O,1,TSUEN WAN (ALLWAY GARDENS),荃灣(荃威花園),荃湾(荃威花园),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A38,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TSUEN WAN (ALLWAY GARDENS),荃灣(荃威花園),荃湾(荃威花园),
A41,O,1,SHEK MUN ESTATE,碩門邨,硕门邨,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A41,O,3,SHEK MUN ESTATE,碩門邨,硕门邨,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A41,O,5,SHEK MUN ESTATE,碩門邨,硕门邨,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A41,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),SHEK MUN ESTATE,碩門邨,硕门邨,
A41,I,3,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),SHEK MUN ESTATE,碩門邨,硕门邨,
A41,I,5,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),SHEK MUN ESTATE,碩門邨,硕门邨,
A41,I,6,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),SHEK MUN ESTATE,碩門邨,硕门邨,
A41P,O,1,WU KAI SHA STATION,烏溪沙站,乌溪沙站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A41P,O,2,WU KAI SHA STATION,烏溪沙站,乌溪沙站,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A41P,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),WU KAI SHA STATION,烏溪沙站,乌溪沙站,
A41P,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),WU KAI SHA STATION,烏溪沙站,乌溪沙站,
A42,O,1,WONG NAI TAU,黃泥頭,黄泥头,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A42,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),WONG NAI TAU,黃泥頭,黄泥头,
A43,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A43,O,2,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A43,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
A43P,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A43P,O,3,QUEEN'S HILL,皇后山,皇后山,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A43P,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
A43P,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
A43P,I,3,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),QUEEN'S HILL,皇后山,皇后山,
A46,O,1,Fo Tan (Royal Ascot),火炭(駿景園),火炭(骏景园),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A46,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),Fo Tan (Royal Ascot),火炭(駿景園),火炭(骏景园),
A47X,O,1,TAI PO (TAI WO),大埔(太和),大埔(太和),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A47X,O,2,TAI PO (TAI WO),大埔(太和),大埔(太和),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A47X,O,3,TAI PO (TAI WO),大埔(太和),大埔(太和),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A47X,O,4,TAI PO (TAI WO),大埔(太和),大埔(太和),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
A47X,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TAI PO (TAI WO),大埔(太和),大埔(太和),
A47X,I,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TAI PO (TAI WO),大埔(太和),大埔(太和),
A47X,I,3,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TAI PO (TAI WO),大埔(太和),大埔(太和),
A47X,I,4,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TAI PO (TAI WO),大埔(太和),大埔(太和),
B1,O,1,TIN TSZ,天慈,天慈,LOK MA CHAU STATION (FUTIAN),落馬洲站(福田),落马洲站(福田),
B1,O,2,MA WANG ROAD (SAN SHUI HOUSE),媽橫路(山水樓),妈横路(山水楼),LOK MA CHAU STATION (FUTIAN),落馬洲站(福田),落马洲站(福田),
B1,I,1,LOK MA CHAU STATION (FUTIAN),落馬洲站(福田),落马洲站(福田),TIN TSZ,天慈,天慈,
B1,I,2,LOK MA CHAU STATION (FUTIAN),落馬洲站(福田),落马洲站(福田),MA WANG ROAD (SAN SHUI HOUSE),媽橫路(山水樓),妈横路(山水楼),
B9,O,1,TUEN MUN STATION,屯門站,屯门站,HEUNG YUEN WAI CONTROL POINT (LIANTANG),香園圍口岸(蓮塘),香园围口岸(莲塘),
B9,O,2,YUEN LONG (LONG YAT ROAD),元朗(朗日路),元朗(朗日路),HEUNG YUEN WAI CONTROL POINT (LIANTANG),香園圍口岸(蓮塘),香园围口岸(莲塘),
B9,O,3,TUEN MUN STATION,屯門站,屯门站,HEUNG YUEN WAI CONTROL POINT (LIANTANG),香園圍口岸(蓮塘),香园围口岸(莲塘),
B9,I,1,HEUNG YUEN WAI CONTROL POINT (LIANTANG),香園圍口岸(蓮塘),香园围口岸(莲塘),TUEN MUN STATION,屯門站,屯门站,
B9,I,2,HEUNG YUEN WAI CONTROL POINT (LIANTANG),香園圍口岸(蓮塘),香园围口岸(莲塘),YUEN LONG (YOHO MALL),元朗(形點),元朗(形点),
B9A,O,1,YUEN LONG (WEST),元朗(西),元朗(西),HEUNG YUEN WAI CONTROL POINT (LIANTANG),香園圍口岸(蓮塘),香园围口岸(莲塘),
B9A,I,1,HEUNG YUEN WAI CONTROL POINT (LIANTANG),香園圍口岸(蓮塘),香园围口岸(莲塘),YUEN LONG (WEST),元朗(西),元朗(西),
E31,O,1,TSUEN WAN (DISCOVERY PARK),荃灣(愉景新城),荃湾(愉景新城),TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),
E31,I,1,TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),TSUEN WAN (DISCOVERY PARK),荃灣(愉景新城),荃湾(愉景新城),
E32,O,1,KWAI FONG (SOUTH),葵芳(南),葵芳(南),SKYCITY,航天城,航天城,
E32,O,2,KWAI FONG (SOUTH),葵芳(南),葵芳(南),SKYCITY,航天城,航天城,
E32,I,1,SKYCITY,航天城,航天城,KWAI FONG (SOUTH),葵芳(南),葵芳(南),
E32,I,2,SKYCITY,航天城,航天城,KWAI FONG (SOUTH),葵芳(南),葵芳(南),
E32A,O,1,KWAI FONG (SOUTH),葵芳(南),葵芳(南),Tung Chung Development Pier,東涌發展碼頭,东涌发展码头,
E32A,I,1,Tung Chung Development Pier,東涌發展碼頭,东涌发展码头,KWAI FONG (SOUTH),葵芳(南),葵芳(南),
E33,O,1,TUEN MUN CENTRAL,屯門巿中心,屯门巿中心,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E33,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TUEN MUN CENTRAL,屯門巿中心,屯门巿中心,
E33P,O,1,SIU HONG STATION (SOUTH),兆康站(南),兆康站(南),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E33P,O,2,BLOSSOM GARDEN,寶怡花園,宝怡花园,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E33P,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),SIU HONG STATION (SOUTH),兆康站(南),兆康站(南),
E36,O,1,PAT HEUNG ROAD,八鄉路,八乡路,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E36,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),PAT HEUNG ROAD,八鄉路,八乡路,
E36A,O,1,YUEN LONG (TAK YIP STREET),元朗(德業街),元朗(德业街),Tung Chung (Yat Tung),東涌(逸東),东涌(逸东),
E36A,I,1,Tung Chung (Yat Tung),東涌(逸東),东涌(逸东),YUEN LONG (TAK YIP STREET),元朗(德業街),元朗(德业街),
E36C,O,1,YUEN LONG (TAK YIP STREET),元朗(德業街),元朗(德业街),AIRCRAFT MAINTENANCE AREA,飛機維修區,飞机维修区,
E36C,I,1,AIRCRAFT MAINTENANCE AREA,飛機維修區,飞机维修区,YUEN LONG (TAK YIP STREET),元朗(德業街),元朗(德业街),
E36P,O,1,SHEUNG TSUEN,上村,上村,SKYCITY,航天城,航天城,
E36P,I,1,SKYCITY,航天城,航天城,Sheung Tsuen,上村,上村,
E36S,O,1,Yuen Long (Ma Wang Road),元朗(媽橫路),元朗(妈横路),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E36S,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),Yuen Long (Ma Wang Road),元朗(媽橫路),元朗(妈横路),
E37,O,1,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E37,O,2,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E37,O,3,"Chung Ki House, Tin Chung Court",天頌苑頌棋閣,天颂苑颂棋阁,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E37,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
E37C,O,1,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,AIRCRAFT MAINTENANCE AREA,飛機維修區,飞机维修区,
E37C,O,2,Tuen Mun (Hung Kiu),屯門(紅橋),屯门(红桥),AIRCRAFT MAINTENANCE AREA,飛機維修區,飞机维修区,
E37C,I,1,AIRCRAFT MAINTENANCE AREA,飛機維修區,飞机维修区,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
E41,O,1,TAI PO TAU,大埔頭,大埔头,SKYCITY,航天城,航天城,
E41,I,1,SKYCITY,航天城,航天城,TAI PO TAU,大埔頭,大埔头,
E42,O,1,POK HONG,博康,博康,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
E42,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),POK HONG,博康,博康,
E42C,O,1,POK HONG,博康,博康,AIRCRAFT MAINTENANCE AREA,飛機維修區,飞机维修区,
E42C,I,1,AIRCRAFT MAINTENANCE AREA,飛機維修區,飞机维修区,POK HONG,博康,博康,
E42P,O,1,FO TAN   (SHAN MEI ST),火炭(山尾街),火炭(山尾街),TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),
E42P,I,1,TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),FO TAN   (SHAN MEI ST),火炭(山尾街),火炭(山尾街),
E43,O,1,FANLING (WAH MING),粉嶺(華明),粉岭(华明),Tung Chung Development Pier,東涌發展碼頭,东涌发展码头,
E43,I,1,Tung Chung Development Pier,東涌發展碼頭,东涌发展码头,FANLING (WAH MING),粉嶺(華明),粉岭(华明),
HK1,O,1,STAR FERRY,尖沙咀碼頭,尖沙咀码头,"[KMB Tour HK] TSIM SHA TSUI,MONG KOK,WONG TAI SIN","[九巴遊香港] 尖沙咀, 旺角及黃大仙","[九巴游香港] 尖沙咀, 旺角及黄大仙",
HK1,O,2,STAR FERRY,尖沙咀碼頭,尖沙咀码头,"[KMB Tour HK] TSIM SHA TSUI,MONG KOK",[九巴遊香港] 尖沙咀及旺角,[九巴游香港] 尖沙咀及旺角,
N3D,O,1,KWUN TONG (YUE MAN SQUARE),觀塘(裕民坊),观塘(裕民坊),TSZ WAN SHAN (CENTRAL),慈雲山(中),慈云山(中),
N3D,I,1,TSZ WAN SHAN (CENTRAL),慈雲山(中),慈云山(中),KWUN TONG (YUE MAN SQUARE),觀塘(裕民坊),观塘(裕民坊),
N116,O,1,NORTH POINT,北角,北角,TSZ WAN SHAN (CENTRAL),慈雲山(中),慈云山(中),
N118,O,1,CHEUNG SHA WAN (SHAM MONG ROAD),長沙灣(深旺道),长沙湾(深旺道),SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),
N118,I,1,SIU SAI WAN (ISLAND RESORT),小西灣(藍灣半島),小西湾(蓝湾半岛),CHEUNG SHA WAN (SHAM MONG ROAD),長沙灣(深旺道),长沙湾(深旺道),
N121,O,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),NGAU TAU KOK,牛頭角,牛头角,
N121,I,1,NGAU TAU KOK,牛頭角,牛头角,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
N122,O,1,MEI FOO,美孚,美孚,SHAU KEI WAN,筲箕灣,筲箕湾,
N122,I,1,SHAU KEI WAN,筲箕灣,筲箕湾,MEI FOO,美孚,美孚,
N170,O,1,SHATIN CENTRAL,沙田巿中心,沙田巿中心,WAH FU (CENTRAL),華富(中),华富(中),
N170,I,1,WAH FU (CENTRAL),華富(中),华富(中),SHATIN CENTRAL,沙田巿中心,沙田巿中心,
N171,O,1,LAI CHI KOK,荔枝角,荔枝角,AP LEI CHAU ESTATE,鴨脷洲邨,鸭脷洲邨,
N171,I,1,AP LEI CHAU ESTATE,鴨脷洲邨,鸭脷洲邨,LAI CHI KOK,荔枝角,荔枝角,
N182,O,1,KWONG YUEN,廣源,广源,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
N182,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),KWONG YUEN,廣源,广源,
N213,O,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),ON TAI (WEST),安泰(西),安泰(西),
N214,O,1,YAU TONG,油塘,油塘,MEI FOO,美孚,美孚,
N216,O,1,YAU TONG,油塘,油塘,HUNG HOM STATION,紅磡站,红磡站,
N216,I,1,HUNG HOM STATION,紅磡站,红磡站,YAU TONG,油塘,油塘,
N237,O,1,MEI FOO,美孚,美孚,KWAI SHING (CIRCULAR),葵盛(循環線),葵盛(循环线),
N241,O,1,HUNG HOM STATION,紅磡站,红磡站,TSING YI (CHEUNG WANG ESTATE),青衣(長宏邨),青衣(长宏邨),
N241,I,1,TSING YI (CHEUNG WANG ESTATE),青衣(長宏邨),青衣(长宏邨),HUNG HOM STATION,紅磡站,红磡站,
N243,O,1,TSING YI STATION,青衣站,青衣站,CHEUNG CHING (CIRCULAR),長青(循環線),长青(循环线),
N252,O,1,MEI FOO,美孚,美孚,TUEN MUN (SAM SHING ESTATE),屯門(三聖邨),屯门(三圣邨),
N260,O,1,TUEN MUN PIER HEAD,屯門碼頭,屯门码头,MEI FOO,美孚,美孚,
N260,I,1,MEI FOO,美孚,美孚,TUEN MUN PIER HEAD,屯門碼頭,屯门码头,
N269,O,1,TIN TSZ,天慈,天慈,MEI FOO,美孚,美孚,
N269,I,1,MEI FOO,美孚,美孚,TIN TSZ,天慈,天慈,
N271,O,1,TAI PO (FU HENG),大埔(富亨),大埔(富亨),HUNG HOM STATION,紅磡站,红磡站,
N271,I,1,HUNG HOM STATION,紅磡站,红磡站,TAI PO (FU HENG),大埔(富亨),大埔(富亨),
N273,O,1,CHOI YUEN,彩園,彩园,SHEUNG SHUI (CHOI YUEN),上水(彩園),上水(彩园),
N276,O,1,TIN TSZ,天慈,天慈,SAN TIN PUBLIC TRANSPORT INTERCHANGE,新田運輸交匯處,新田运输交汇处,
N276,I,1,SAN TIN PUBLIC TRANSPORT INTERCHANGE,新田運輸交匯處,新田运输交汇处,TIN TSZ,天慈,天慈,
N281,O,1,KAM YING COURT,錦英苑,锦英苑,HUNG HOM STATION,紅磡站,红磡站,
N281,I,1,HUNG HOM STATION,紅磡站,红磡站,KAM YING COURT,錦英苑,锦英苑,
N283,O,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),WONG NAI TAU,黃泥頭,黄泥头,
N287,O,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),WU KAI SHA STATION,烏溪沙站,乌溪沙站,
N290,O,1,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,LOHAS PARK STATION,康城站,康城站,
N290,I,1,LOHAS PARK STATION,康城站,康城站,TSUEN WAN WEST STATION,荃灣西站,荃湾西站,
N293,O,1,SHEUNG TAK,尚德,尚德,MONG KOK (PARK AVENUE),旺角(柏景灣),旺角(柏景湾),
N293,I,1,MONG KOK (PARK AVENUE),旺角(柏景灣),旺角(柏景湾),SHEUNG TAK,尚德,尚德,
N30,O,1,YUEN LONG STATION,元朗站,元朗站,AIRPORT (CHEONG TAT ROAD),機場(暢達路),机场(畅达路),
N30,I,1,AIRPORT (CHEONG TAT ROAD),機場(暢達路),机场(畅达路),YUEN LONG STATION,元朗站,元朗站,
N307,O,1,TAI WO,太和,太和,SHEUNG WAN,上環,上环,
N307,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),TAI WO,太和,太和,
N31,O,1,TSUEN WAN (DISCOVERY PARK),荃灣(愉景新城),荃湾(愉景新城),AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
N31,I,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TSUEN WAN (DISCOVERY PARK),荃灣(愉景新城),荃湾(愉景新城),
N36,O,1,TSUEN WAN STATION,荃灣站,荃湾站,LEI MUK SHUE (CIRCULAR),梨木樹(循環線),梨木树(循环线),
