kmb_route,citybus_route,area,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,match_type
213D,H4,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Stanley Village / Stanley Market,Central Ferry - Hong Kong Observation Wheel,geographic_area
213D,N11,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
213D,N121,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Macau Ferry),Ngau Tau Kok,geographic_area
213D,N170,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Wah Fu (Central),Sha Tin Central,geographic_area
213D,N182,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Macau Ferry),Sha Tin (Kwong Yuen),geographic_area
213D,N619,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Macau Ferry),Shun Lee Estate,geographic_area
213D,N680,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Macau Ferry),Ma On Shan (Kam Ying Court),geographic_area
213D,N691,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Macau Ferry),Tiu Keng Leng (King Ling Road),geographic_area
213D,N90,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),South Horizons,Central (Macau Ferry),geographic_area
213D,SP10,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Kai Tak Sports Park,Central (Macau Ferry),geographic_area
213D,X15,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Star Ferry),The Peak,geographic_area
213D,X9,central,SAU MAU PING (CENTRAL),MONG KOK (CIRCULAR),Central (Star Ferry),Shek O,geographic_area
213X,110,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
213X,173R,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
213X,20R,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
213X,50,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
213X,790,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
213X,796P,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
213X,796X,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
213X,973,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
213X,A25,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
213X,H1,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
213X,H2,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
213X,N21,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
213X,N21A,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
213X,N50,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
213X,N796,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
213X,110,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
213X,173R,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
213X,20R,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
213X,50,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
213X,790,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
213X,796P,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
213X,796X,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
213X,973,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
213X,A25,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
213X,H1,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
213X,H2,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
213X,N21,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
213X,N21A,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
213X,N50,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
213X,N796,tsim_sha_tsui,ON TAI (SOUTH) (HANG TAI HOUSE),TSIM SHA TSUI (CIRCULAR),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
219X,110,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
219X,173R,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
219X,20R,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
219X,50,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
219X,790,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
219X,796P,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
219X,796X,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
219X,973,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
219X,A25,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
219X,H1,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
219X,H2,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
219X,N21,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
219X,N21A,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
219X,N50,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
219X,N796,tsim_sha_tsui,LAGUNA CITY,TSIM SHA TSUI (CIRCULAR),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
219X,110,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
219X,173R,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
219X,20R,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
219X,50,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
219X,790,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
219X,796P,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
219X,796X,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
219X,973,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
219X,A25,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
219X,H1,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
219X,H2,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
219X,N21,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
219X,N21A,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
219X,N50,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
219X,N796,tsim_sha_tsui,KO LING ROAD,TSIM SHA TSUI (CIRCULAR),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
224X,110,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
224X,173R,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
224X,20R,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
224X,50,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
224X,790,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
224X,796P,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
224X,796X,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
224X,973,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
224X,A25,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
224X,H1,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
224X,H2,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
224X,N21,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
224X,N21A,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
224X,N50,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
224X,N796,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
224X,110,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
224X,173R,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
224X,20R,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
224X,50,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
224X,790,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
224X,796P,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
224X,796X,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
224X,973,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
224X,A25,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
224X,H1,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
224X,H2,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
224X,N21,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
224X,N21A,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
224X,N50,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
224X,N796,tsim_sha_tsui,KAI YIP,TSIM SHA TSUI EAST (CIRCULAR),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
224X,110,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
224X,173R,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
224X,20R,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
224X,50,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
224X,790,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
224X,796P,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
224X,796X,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
224X,973,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
224X,A25,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
224X,H1,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
224X,H2,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
224X,N21,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
224X,N21A,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
224X,N50,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
224X,N796,tsim_sha_tsui,KAI TAK BUS TERMINUS,TSIM SHA TSUI EAST (CIRCULAR),LOHAS Park,Mongkok (via Tsim Sha Tsui),geographic_area
234C,101,kwun_tong,SHAM TSENG,KWUN TONG (TSUI PING NORTH ESTATE),Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234C,101R,kwun_tong,SHAM TSENG,KWUN TONG (TSUI PING NORTH ESTATE),Happy Valley Racecourse,Kwun Tong (Yue Man Square),geographic_area
234C,101X,kwun_tong,SHAM TSENG,KWUN TONG (TSUI PING NORTH ESTATE),Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234C,55,kwun_tong,SHAM TSENG,KWUN TONG (TSUI PING NORTH ESTATE),Tuen Mun (Ching Tin and Wo Tin),Kwun Tong Ferry Pier,geographic_area
234C,78C,kwun_tong,SHAM TSENG,KWUN TONG (TSUI PING NORTH ESTATE),Queen's Hill Fanling,Kai Tak (Via: Kwun Tong),geographic_area
234C,78P,kwun_tong,SHAM TSENG,KWUN TONG (TSUI PING NORTH ESTATE),Queen's Hill Fanling,Kwun Tong,geographic_area
234C,78X,kwun_tong,SHAM TSENG,KWUN TONG (TSUI PING NORTH ESTATE),Queen's Hill Fanling,Kai Tak (via: Kwun Tong),geographic_area
234C,101,kwun_tong,KWUN TONG (TSUI PING NORTH ESTATE),SHAM TSENG,Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234C,101R,kwun_tong,KWUN TONG (TSUI PING NORTH ESTATE),SHAM TSENG,Happy Valley Racecourse,Kwun Tong (Yue Man Square),geographic_area
234C,101X,kwun_tong,KWUN TONG (TSUI PING NORTH ESTATE),SHAM TSENG,Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234C,55,kwun_tong,KWUN TONG (TSUI PING NORTH ESTATE),SHAM TSENG,Tuen Mun (Ching Tin and Wo Tin),Kwun Tong Ferry Pier,geographic_area
234C,78C,kwun_tong,KWUN TONG (TSUI PING NORTH ESTATE),SHAM TSENG,Queen's Hill Fanling,Kai Tak (Via: Kwun Tong),geographic_area
234C,78P,kwun_tong,KWUN TONG (TSUI PING NORTH ESTATE),SHAM TSENG,Queen's Hill Fanling,Kwun Tong,geographic_area
234C,78X,kwun_tong,KWUN TONG (TSUI PING NORTH ESTATE),SHAM TSENG,Queen's Hill Fanling,Kai Tak (via: Kwun Tong),geographic_area
234D,101,kwun_tong,TSING LUNG TAU,KWUN TONG (TSUI PING NORTH ESTATE),Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234D,101R,kwun_tong,TSING LUNG TAU,KWUN TONG (TSUI PING NORTH ESTATE),Happy Valley Racecourse,Kwun Tong (Yue Man Square),geographic_area
234D,101X,kwun_tong,TSING LUNG TAU,KWUN TONG (TSUI PING NORTH ESTATE),Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234D,55,kwun_tong,TSING LUNG TAU,KWUN TONG (TSUI PING NORTH ESTATE),Tuen Mun (Ching Tin and Wo Tin),Kwun Tong Ferry Pier,geographic_area
234D,78C,kwun_tong,TSING LUNG TAU,KWUN TONG (TSUI PING NORTH ESTATE),Queen's Hill Fanling,Kai Tak (Via: Kwun Tong),geographic_area
234D,78P,kwun_tong,TSING LUNG TAU,KWUN TONG (TSUI PING NORTH ESTATE),Queen's Hill Fanling,Kwun Tong,geographic_area
234D,78X,kwun_tong,TSING LUNG TAU,KWUN TONG (TSUI PING NORTH ESTATE),Queen's Hill Fanling,Kai Tak (via: Kwun Tong),geographic_area
234D,101,kwun_tong,KWUN TONG(TSUI PING NORTH ESTATE),TSING LUNG TAU,Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234D,101R,kwun_tong,KWUN TONG(TSUI PING NORTH ESTATE),TSING LUNG TAU,Happy Valley Racecourse,Kwun Tong (Yue Man Square),geographic_area
234D,101X,kwun_tong,KWUN TONG(TSUI PING NORTH ESTATE),TSING LUNG TAU,Kennedy Town,Kwun Tong (Yue Man Square),geographic_area
234D,55,kwun_tong,KWUN TONG(TSUI PING NORTH ESTATE),TSING LUNG TAU,Tuen Mun (Ching Tin and Wo Tin),Kwun Tong Ferry Pier,geographic_area
234D,78C,kwun_tong,KWUN TONG(TSUI PING NORTH ESTATE),TSING LUNG TAU,Queen's Hill Fanling,Kai Tak (Via: Kwun Tong),geographic_area
234D,78P,kwun_tong,KWUN TONG(TSUI PING NORTH ESTATE),TSING LUNG TAU,Queen's Hill Fanling,Kwun Tong,geographic_area
234D,78X,kwun_tong,KWUN TONG(TSUI PING NORTH ESTATE),TSING LUNG TAU,Queen's Hill Fanling,Kai Tak (via: Kwun Tong),geographic_area
234X,110,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Shau Kei Wan,Tsim Sha Tsui (Mody Road),geographic_area
234X,173R,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Stanley,Tsim Sha Tsui (Mody Road),geographic_area
234X,20R,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Kai Tak Cruise Terminal,Tsim Sha Tsui / High Speed Rail West Kowloon Station,geographic_area
234X,50,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Tuen Mun (Ching Tin and Wo Tin),Tsim Sha Tsui (Kowloon Station),geographic_area
234X,790,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Oscar By The Sea (via: LOHAS Park),Tsim Sha Tsui (Mody Road),geographic_area
234X,796P,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
234X,796X,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Tseung Kwan O Industrial Estate / Tseung Kwan O Station,Tsim Sha Tsui East,geographic_area
234X,973,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Tsim Sha Tsui (Mody Road),Stanley Market,geographic_area
234X,A25,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Kai Tak (via Tsim Sha Tsui),Airport (via HZMB Hong Kong Port),geographic_area
234X,H1,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
234X,H2,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
234X,N21,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Tsim Sha Tsui (Star Ferry),Airport (Ground Transportation Centre),geographic_area
234X,N21A,tsim_sha_tsui,TSIM SHA TSUI EAST (MODY ROAD),TSUEN WAN (BAYVIEW GARDEN),Tsim Sha Tsui (Star Ferry),Airport (via Yat Tung Estate),geographic_area
